Candidate,Party,Votes
SUBHASH PATEL,Bharatiya Janata Party,649354
RAMESH PATEL,Indian National Congress,391475
KAILASH AWASYA,Aam Aadmi Party,31222
COMRADE JYOTI GORE,Communist Party of India,25930
GAFFAR NOOR MO.,Independent,8553
GANGARAM PRATAP GAWLE,Aadijan Mukti Sena,8544
NAHARSINGH RICHHUJI BARDE,Bahujan Samaj Party,8266
KAILASH PATEL,Independent,7040
None of the Above,None of the Above,22141
