Candidate,Party,Votes
GODAM NAGESH,Telangana Rashtra Samithi,430847
NARESH,Indian National Congress,259557
RAMESH RATHOD,Telugu Desam,184198
RATHOD SADASHIV,Bahujan Samaj Party,94420
NETHAWATH RAMDAS,Independent,41032
MOSALI CHINNAIAH,Independent,8859
PAWAR KRISHNA,Independent,5055
BANKA SAHADEV,Independent,4787
None of the Above,None of the Above,17084
