Candidate,Party,Votes
KUMAR.P,All India Anna Dravida Munnetra Kazhagam,458478
ANBHALAGAN.MU,Dravida Munnetra Kazhagam,308002
VIJAYKUMAR.AMG,Desiya Murpokku Dravida Kazhagam,94785
SARUBALA R THONDAIMAN,Indian National Congress,51537
SRIDHAR.S,Communist Party of India (Marxist),17039
RAVI.P,Aam Aadmi Party,4885
KUMAR.P,Independent,4077
ARUNACHALAM.A,Independent,3239
SHADHICK BATCHA.A,Independent,3083
ESWARAN.J,Independent,2484
SRIDEVI.S,Independent,2348
NATARAJAN.S,Bahujan Samaj Party,1710
ASAITHAMBI.PALA,Communist Party of India (Marxist-Leninist) (Liberation),1425
RAGAVAN. R,Independent,1283
LARANCE.Y,Independent,1198
DINESHKUMAR.G,Independent,1119
JOTHI.P,Samajwadi Party,1003
SUNDARRAJ.S,Independent,784
THADDAUS FERNANDEZ,,Independent,751
ASRAF ALI.M,Independent,734
ANWAR DEEN.S,Samata Party,731
PALANIVEL.P,Independent,687
VIJAYAKUMAR.P,Independent,680
BADHUSHA.M,Independent,669
ANBALAGAN.M,Independent,636
KARUNAKARAN.M,Lok Satta Party,606
VEERAMALAI.A,Independent,589
BALA KRISHNAN.K,Independent,485
MOHANDASS.M,Independent,355
None of the Above,None of the Above,22848
