Candidate,Party,Votes
VINOD KUMAR SONKAR,Bharatiya Janata Party,331593
SHAILENDRA KUMAR,Samajwadi Party,288746
SURESH PASI,Bahujan Samaj Party,201196
MAHENDRA KUMAR,Indian National Congress,31904
MOHAN LAL,Independent,9180
SHRIPAL,Bahujan Mukti Party,7341
MALTI DEVI,Rashtriya Samanta Dal,6548
RAJENDRA SONKAR,Lok Dal,6386
BEENA RANI,Independent,4957
SWARNALATA SUMAN,Aam Aadmi Party,3692
CHHEDDOO,Independent,3340
None of the Above,None of the Above,15155
