Candidate,Party,Votes
HUKUM SINGH,Bharatiya Janata Party,565909
NAHID HASAN,Samajwadi Party,329081
KANWAR HASAN,Bahujan Samaj Party,160414
KARTAR SINGH BHADANA,Rashtriya Lok Dal,42706
DIVAKAR KASHYAP,All India Trinamool Congress,6562
KRISHANPAL,Independent,2971
SUNIL KUMAR KASANA,Aam Aadmi Party,2663
MOHANLAL,Independent,1741
RAMKARAN KASHYAP,Bhartiya Vanchitsamaj Party,1378
PARDIP,Bahujan Mukti Party,1050
SUNITA,Janata Dal (United),946
None of the Above,None of the Above,3903
