Candidate,Party,Votes
P.K.BIJU,Communist Party of India (Marxist),411808
SHEEBA,Indian National Congress,374496
SHAJU MON VATTEKKAD,Bharatiya Janata Party,87803
KRISHNAN ERANHIKKAL,SOCIAL DEMOCRATIC PARTY OF INDIA,7820
ALBIN M U,Independent,5260
PREMAKUMARI,Bahujan Samaj Party,4436
K S VELAYUDHAN,Independent,4392
K BIJU,Independent,2911
R BIJU,Independent,2159
VIJAYAN AMBALAKKAD,Independent,2102
A BIJU,Independent,1692
KRISHNANKUTTY V,Independent,932
None of the Above,None of the Above,21417
