Candidate,Party,Votes
DARSHANA VIKRAM JARDOSH,Bharatiya Janata Party,718412
DESAI NAISHADHBHAI BHUPATBHAI,Indian National Congress,185222
MOHANBHAI B. PATEL,Aam Aadmi Party,18877
OMPRAKASH SHRIVASTAV,Bahujan Samaj Party,6346
MUKESHBHAI LAVJIBHAI AMBALIYA,Independent,2695
KIRITBHAI HARJIBHAI VASANI,Yuva Sarkar,2640
MAVJIBHAI LAXMANBHAI SANDIS,Independent,1607
VASAVA KISHORBHAI CHHOTUBHAI,Janata Dal (United),1187
None of the Above,None of the Above,10936
