Candidate,Party,Votes
GOPAL. DR. K,All India Anna Dravida Munnetra Kazhagam,434174
VIJAYAN. A.K.S,Dravida Munnetra Kazhagam,328095
PALANISAMY. G,Communist Party of India,90313
VADIVEL RAVANAN,Pattali Makkal Katchi,43506
SENTHILPANDIAN. THALAI. T.A.P,Indian National Congress,23967
THANGASAMY. V,Bahujan Samaj Party,1851
DEVAKI. G,Independent,1847
MOHAN. G,Independent,1754
MURUGAIYAN. K,Independent,1033
None of the Above,None of the Above,15662
