Candidate,Party,Votes
BIREN SINGH ENGTI,Indian National Congress,213152
JOY RAM ENGLENG,Bharatiya Janata Party,189057
CHOMANG KRO,Independent,108299
PRATIMA ENGHEEPI,Communist Party of India (Marxist-Leninist) (Liberation),11762
ASHWENG J. RENGMA,Jharkhand Mukti Morcha,9263
None of the Above,None of the Above,11747
