Candidate,Party,Votes
CHAVDA VINOD LAKHAMASHI,Bharatiya Janata Party,562855
DR.DINESH PARMAR,Indian National Congress,308373
KAMALBHAI MATANG,Bahujan Samaj Party,21230
HIRJI PUNJABHAI SIJU,Bahujan Mukti Party,21106
DANICHA GOVINDBHAI PUNAMCHAND,Aam Aadmi Party,15797
None of the Above,None of the Above,16879
