Candidate,Party,Votes
RAMA CHANDRA HANSDAH,Biju Janata Dal,393779
NEPOLE RAGHU MURMU,Bharatiya Janata Party,270913
DEBASHIS MARNDI,Jharkhand Mukti Morcha,172984
SHYAM SUNDAR HANSDAH,Indian National Congress,142165
PRABHUDAN MARANDI,Aama Odisha Party,14632
DASHMAT SOREN,Bahujan Samaj Party,12041
CHHABI MAHALI,Aam Aadmi Party,8183
DEVI PRASANNA BESRA,Independent,8133
ANTA ALOK BASKEY,AJSU Party,7052
None of the Above,None of the Above,23517
