Candidate,Party,Votes
BAIJAYANT PANDA,Biju Janata Dal,601574
DHARANIDHAR NAYAK,Indian National Congress,392466
BISHNU PRASAD DAS,Bharatiya Janata Party,118707
SK. FARUK,Bahujan Samaj Party,6199
PRAMOD SAHU,Independent,6193
MD.SAMIM AKTAR,Aam Aadmi Party,6029
SUKUMAR MALLICK,Independent,2221
None of the Above,None of the Above,7610
