Candidate,Party,Votes
SADHVI SAVITRI BAI FOOLE,Bharatiya Janata Party,432392
SHABBIR AHMAD,Samajwadi Party,336747
DR.VIJAY KUMAR,Bahujan Samaj Party,96904
"COMANDO" KAMAL KISHOR,Indian National Congress,24421
JAGAT RAM,Aam Aadmi Party,8319
RAM NARESH,Independent,5826
RAMASHANKER GOND,Jai Hind Samaj Party,5735
HIRA LAL RAO,Ambedkar National Congress,4026
VINOD KUMAR,Bahujan Mukti Party,3719
MADHAV,Lok Dal,2676
None of the Above,None of the Above,13498
