Candidate,Party,Votes
B.B. PATIL,Telangana Rashtra Samithi,508661
SURESH KUMAR SHETKAR,Indian National Congress,364030
K.MADAN MOHAN RAO,Telugu Desam,157497
MARRI DURGESH,Republican Party of India (A),18027
MAHMOOD MOHIUDDIN,Yuvajana Sramika Rythu Congress Party,12383
SYED FEROZUDDIN,Bahujan Samaj Party,8180
BENJAMIN RAJU,Independent,4804
RAMA RAO,Independent,4426
DR. SUNEEL KUMAR CHOWDHARY,Aam Aadmi Party,3285
TANDALE AMBAJI RAO,Independent,2323
None of the Above,None of the Above,11190
