Candidate,Party,Votes
DR. MAMTAZ SANGHAMITA,All India Trinamool Congress,554521
SK. SAIDUL HAQUE,Communist Party of India (Marxist),447190
DEBASREE CHAUDHURI,Bharatiya Janata Party,237205
AGASTY PRADIP,Indian National Congress,44355
MD. HARUN,Bahujan Samaj Party,11862
SUNIL KUMAR PURKAIT,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),7574
DR. DHANAPATI DAS,Bahujan Mukti Party,6665
SARADA MONI SAMANTA,Independent,4984
None of the Above,None of the Above,16886
