Candidate,Party,Votes
ASHOK KUMAR DOHAREY,Bharatiya Janata Party,439646
PREMDAS KATERIYA,Samajwadi Party,266700
AJAY PAL SINGH JATAV,Bahujan Samaj Party,192804
HANS MUKHI KORI,Indian National Congress,13397
UJIYARE LAL DOHARE,Aam Aadmi Party,5923
VINEET KUMAR GAUTAM,Ambedkar Samaj Party,4954
DR MUKESH SINGH DOHARE,Peace Party,3178
HAR BILASH DOHERY,Bahujan Mukti Party,2677
PREM CHANDRA,Kisan Majdoor Berojgar Sangh,2372
SIYA RAM PASWAN,Al-Hind Party,1788
None of the Above,None of the Above,6165
