Candidate,Party,Votes
ARJUN CHARAN SETHI,Biju Janata Dal,502338
SANGRAM KESHARI JENA,Indian National Congress,322979
SARAT DAS,Bharatiya Janata Party,216617
RAMESH JENA,Communist Party of India,11930
ARJUN CHARAN MALLIK,Bahujan Samaj Party,7607
NARAYAN CHANDRA JENA,Aam Aadmi Party,5961
NETRANANDA MALLICK,Aama Odisha Party,4518
SUSANTA KUMAR JENA,Independent,2639
None of the Above,None of the Above,6750
