Candidate,Party,Votes
UDAY PRATAP SINGH,Bharatiya Janata Party,669128
DEVENDRA PATEL "GUDDU BHAIYA",Indian National Congress,279168
MAYA VISHWAKARMA,Aam Aadmi Party,17837
PRADEEP AHIRWAR,Bahujan Samaj Party,14154
Devendra Patel urf Gudda Bhaiyya,Independent,13412
MUKESH BABU AHIRWAR,Independent,7132
UDAY PRATAP SINGH,Independent,6378
JAY PRAKASH PATEL,Gondvana Gantantra Party,5225
None of the Above,None of the Above,18741
