Candidate,Party,Votes
ADHIKARI SISIR KUMAR,All India Trinamool Congress,676749
SINHA TAPAS,Communist Party of India (Marxist),447259
KAMALENDU PAHARI,Bharatiya Janata Party,111082
KUNAL BANERJEE,Indian National Congress,27230
ANSAR ALI SK,Bahujan Samaj Party,8298
MANAS PRADHAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),7335
SK GOLAM NABI AJAD,Independent,3260
None of the Above,None of the Above,9598
