Candidate,Party,Votes
KIREN RIJIJU,Bharatiya Janata Party,169367
TAKAM SANJOY,Indian National Congress,127629
JALLEY SONAM,People's Party of Arunachal,14664
GUMJUM HAIDER,All India Trinamool Congress,9135
GICHO KABAK,Nationalist Congress Party,6065
HABUNG PAYENG,Aam Aadmi Party,3647
SUBU KECHI,Independent,2362
TABA TAKU,Lok Bharati,980
None of the Above,None of the Above,1816
