Candidate,Party,Votes
SAKUNTALA LAGURI,Biju Janata Dal,434471
ANANTA NAYAK,Bharatiya Janata Party,277154
MADHABA SARDAR,Indian National Congress,190531
BASUDEB NAIK,Independent,101999
SUJIT KUMAR LUGUN,Independent,16420
SUDARSHAN LOHAR,Rashtriya Indepndent Morcha,16299
BISHNUPRIYA NAIK,Odisha Jan Morcha,12236
JAGAT MOHAN NAIK,Bahujan Samaj Party,8694
None of the Above,None of the Above,26065
