Candidate,Party,Votes
THANGSO BAITE,Indian National Congress,296770
SOSO LORHO,Naga Peoples Front,281133
GANGMUMEI KAMEI,Bharatiya Janata Party,75828
CHUNGKHOKAI DOUNGEL,Nationalist Congress Party,61662
MANI CHARENAMEI,Independent,34995
KIM GANGTE,All India Trinamool Congress,12752
M. KHAMCHINPAU @ K. ZOU,Aam Aadmi Party,4331
LAMMINLIEN @ LIEN GANGTE,Janata Dal (United),1085
LAMLALMOI @ MOMOI GANGTE,Independent,603
AMARSON SANKHIL,Independent,401
None of the Above,None of the Above,2206
