Candidate,Party,Votes
DUSHYANT SINGH,Bharatiya Janata Party,676102
PRAMOD BHAYA,Indian National Congress,394556
CHANDRA SINGH,Bahujan Samaj Party,23587
JAVED KHAN,Bharatiya Yuva Shakti,13617
SULEMAN PUTA,Independent,11602
BALDAR,Independent,7836
None of the Above,None of the Above,19064
