Candidate,Party,Votes
DR. BHAGIRATH PRASAD,Bharatiya Janata Party,404474
IMARTI DEVI,Indian National Congress,244513
MANISH KATROLIYA,Bahujan Samaj Party,33803
PHOOLSINGH BARAIYA,Bahujan Sangharshh Dal,20403
KRISHNA DEVI,Aam Aadmi Party,7730
ANITA HITENDRA CHAUDHARY,Samajwadi Party,5198
HAKIM SINGH,Independent,2899
VIJAYSINGH KORI,All India Forward Bloc,2699
B.S. THANESWARIYA,Bahujan Mukti Party,1793
None of the Above,None of the Above,5572
