Candidate,Party,Votes
LAXMI NARAYAN YADAV,Bharatiya Janata Party,482580
GOVIND SINGH RAJPUT,Indian National Congress,361843
SAROJ KATIYAR KURMI,Bahujan Samaj Party,19917
ATUL MISHRA,Aam Aadmi Party,6328
M. HANIF QURASHI,Independent,3856
SHITIN KESHRWANI,Independent,2020
MAHENDRA KUMAR CHOUDHARY,Independent,1632
VINAY KUMAR,Bhartiya Shakti Chetna Party,1565
BHARAT SEN ADVOCATE,Independent,1556
KASHIRAM PATEL,Gondvana Gantantra Party,1128
None of the Above,None of the Above,9504
