Candidate,Party,Votes
MANSHANKAR NINAMA,Bharatiya Janata Party,577433
RESHAM MALVIYA,Indian National Congress,485517
VIJAYPAL,Bahujan Samaj Party,27886
BHANJI BHAI,Janata Dal (United),21760
HARISH RAWAT,Aam Aadmi Party,13647
SOMA LAL KOTED,Bahujan Mukti Party,10541
None of the Above,None of the Above,34404
