Candidate,Party,Votes
COL. SONA RAM,Bharatiya Janata Party,488747
JASWANT SINGH,Independent,401286
HARISH CHAUDHARY,Indian National Congress,220881
RAMA RAM,Independent,17563
MANGILAL GAUR,Aam Aadmi Party,14906
MASTER BHAIRARAM MEGHWAL,Independent,13924
MALAM SINGH,Bahujan Samaj Party,12883
KHET SINGH RAJPUROHIT,Independent,12366
POPATRAM,Independent,7557
BABULAL,Independent,6737
MAHANT ARJUNPURI,Independent,6380
None of the Above,None of the Above,15889
