Candidate,Party,Votes
RODMAL NAGAR,Bharatiya Janata Party,596727
AMLABE NARAYAN SINGH,Indian National Congress,367990
DR.SHIVNARAYAN VERMA,Bahujan Samaj Party,13864
ROD JI,Independent,8818
DR.PRASHANT TRIPATHI,Aam Aadmi Party,8699
IMAMUDDIN KHAN,Independent,4334
None of the Above,None of the Above,10292
