Candidate,Party,Votes
PREM DAS RAI,Sikkim Democratic Front,163698
TEK NATH DHAKAL,Sikkim Krantikari Morcha,121956
NAR BAHADUR KHATIWADA,Bharatiya Janata Party,7279
AKAR DHOJ LIMBU,Indian National Congress,7189
KAUSHAL RAI,Aam Aadmi Party,2541
NAKUL DAS RAI,All India Trinamool Congress,1972
None of the Above,None of the Above,4332
