Candidate,Party,Votes
IDRIS ALI,All India Trinamool Congress,492326
NURUL HUDA,Communist Party of India,382667
SAMIK BHATTACHARYA,Bharatiya Janata Party,233887
ABDUR RAHIM QUAZI,Indian National Congress,102130
CHOWDHURY SIDDIQULLAH,All India United Democratic Front,25178
RANJIT GAYEN,Independent,8088
GOPAL DAS,Bahujan Samaj Party,7016
AJAY KUMAR BAIN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),6532
MD. HAFIZ,Independent,5976
None of the Above,None of the Above,9971
