Candidate,Party,Votes
JANARDAN SINGH "SIGRIWAL",Bharatiya Janata Party,320753
PRABHU NATH SINGH,Rashtriya Janata Dal,282338
MANORANJAN SINGH,Janata Dal (United),149483
BRINDA PATHAK,Independent,17186
UMASHANKAR TIWARI,Independent,11599
NAGENDRA PRASAD,Bahujan Samaj Party,11189
DR. GOPAL PRASAD,Independent,10602
SHIV NATH MAHTO,Independent,8874
RINA RANI,Aam Aadmi Party,6430
BYAS MANJHI,Bahujan Mukti Party,4796
None of the Above,None of the Above,23404
