Candidate,Party,Votes
ANURAG SINGH THAKUR,Bharatiya Janata Party,448035
RAJINDER SINGH RANA,Indian National Congress,349632
KAMAL KANTA BATRA,Aam Aadmi Party,15329
RAKESH CHOUDHARY,Bahujan Samaj Party,5827
RAJINDER SINGH RANA,Independent,3687
URMILA SHARMA,Samajwadi Party,2328
DEV RAJ BHARDWAJ,Independent,1692
SHIV DUTT VASISHT,Shivsena,952
AMIN CHAND,Independent,647
ASHISH KUMAR,Independent,603
None of the Above,None of the Above,6473
