Candidate,Party,Votes
ANUPAM HAZRA,All India Trinamool Congress,630693
DOME RAMCHANDRA,Communist Party of India (Marxist),394581
KAMINI MOHAN SARKAR,Bharatiya Janata Party,197474
TAPAN KUMAR SAHA,Indian National Congress,46953
SANJIB MALIK,Jharkhand Disom Party,6371
SAMIRAN DAS,Bahujan Samaj Party,5952
BIJOY DOLUI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),5410
None of the Above,None of the Above,17322
