Candidate,Party,Votes
DR. THOKCHOM MEINYA,Indian National Congress,292102
MOIRANGTHEM NARA,Communist Party of India,197428
R.K. RANJAN SINGH,Bharatiya Janata Party,92443
SARANGTHEM MANAOBI,All India Trinamool Congress,39903
INDIRA OINAM,Independent,7014
DR. IBOMCHA SINGH,Aam Aadmi Party,3275
DR. GURUMAYUM TONSANA SHARMA,Manipur Democratic Peoples's Front,2005
OINAM JOTIN SINGH,Jai Maha Bharath Party,1403
None of the Above,None of the Above,5298
