Candidate,Party,Votes
SUDARSHAN BHAGAT,Bharatiya Janata Party,226666
RAMESHWAR ORAON,Indian National Congress,220177
CHAMRA LINDA,All India Trinamool Congress,118355
BIRENDRA BHAGAT,Jharkhand Vikas Morcha (Prajatantrik),26109
LAL SAY KUMAR BHAGAT,Communist Party of India (Marxist-Leninist) (Liberation),13252
JAYRAM INDWAR,Bahujan Samaj Party,11794
MAHENDRA ORAON,Independent,6436
RANJIT ORAON,Independent,6037
NAWAL KISHOR SINGH,Independent,5870
None of the Above,None of the Above,16764
