Candidate,Party,Votes
LADU KISHORE SWAIN,Biju Janata Dal,541473
SRILOKANATH RATHA,Indian National Congress,229476
MAHESH CHANDRA MOHANTY,Bharatiya Janata Party,67361
PRABHAT KUMAR MAHANTY,Aam Aadmi Party,11063
BIJAYA KUMAR MAHAPATRO,Bahujan Samaj Party,9127
BANSIDHAR TRIPATHY,All India Trinamool Congress,7553
K. SHYAMBABU SUBUDHI,Independent,5293
KALI CHARANA NAYAK,Independent,5192
SANKAR SAHU,Communist Party of India (Marxist-Leninist) Red Star,4361
None of the Above,None of the Above,15382
