Candidate,Party,Votes
VINCENT H. PALA,Indian National Congress,209340
PRECHARD B. M. BASAIAWMOIT,Independent,168961
PAUL LYNGDOH,United Democratic Party,106817
SHIBUN LYNGDOH,Bharatiya Janata Party,95979
ARMERINGTON KHARSHIING,Aam Aadmi Party,8815
RICHARD D. SHABONG,Communist Party of India,7418
IVORYNA SHYLLA,Independent,6605
DENIS SIANGSHAI,Independent,5092
None of the Above,None of the Above,10960
