Candidate,Party,Votes
MUTTAMSETTI SRINIVASA RAO (AVANTHI),Telugu Desam,568463
GUDIVADA AMARNADH,Yuvajana Sramika Rythu Congress Party,520531
VIJAYA LAKSHMI THOTA,Indian National Congress,17770
KARANAM TIRUPATHI RAO,Bahujan Samaj Party,14834
KONDARAJU JAMPANA,Jai Samaikyandhra Party,6261
VADLAMURI KRISHNA SWAROOP,Dalita Bahujana Party,5506
APPALARAJU SADARAM,Independent,3228
SARISA LEELA PRASANNA KUMARI,Pyramid Party of India,2875
None of the Above,None of the Above,8604
