Candidate,Party,Votes
MARAGATHAM K,All India Anna Dravida Munnetra Kazhagam,499395
SELVAM G,Dravida Munnetra Kazhagam,352529
SATHYA C.E.,Marumalarchi Dravida Munnetra Kazhagam,207080
VISWANATHAN P,Indian National Congress,33313
SATHIYARAJ J.S,Bahujan Samaj Party,6807
MARAGATHAM M,Independent,3618
BALAMURUGAN, R,Independent,2895
ULAGANATHAN .A,Independent,1479
PARGUNAN A.,Independent,1368
SRINIVASAN C.,Independent,1090
SATHIYANATHAN, N.,Independent,1089
None of the Above,None of the Above,17736
