Candidate,Party,Votes
BHOLA SINGH,Bharatiya Janata Party,604449
PRADEEP KUMAR JATAV,Bahujan Samaj Party,182476
KAMLESH,Samajwadi Party,128737
ANJU URF MUSKAN,Rashtriya Lok Dal,59116
DR. RAHUL DIPANKAR,Aam Aadmi Party,9727
HARVIR,Independent,5690
PYARE LAL,Bahujan Mukti Party,4448
VIJAI PAL,Rashtriya Janpriya Party,4117
SURESH,Jai Maha Bharath Party,2580
RAGHURAJ PRATAP SINGH,Rashtriya Kranti Party,1455
None of the Above,None of the Above,6915
