Candidate,Party,Votes
KHAN SAUMITRA,All India Trinamool Congress,578870
SUSMITA BAURI,Communist Party of India (Marxist),429185
JAYANTA MONDAL,Bharatiya Janata Party,179530
NARAYAN CHANDRA KHAN,Indian National Congress,27054
JAGADANANDA ROY,Bahujan Samaj Party,10127
JOYDEB BAURI,Bahujan Mukti Party,7816
TARANI ROY,Independent,6854
DINESH LOHAR,Independent,6820
SADANANDA MANDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4886
None of the Above,None of the Above,20928
