Candidate,Party,Votes
SHRIPAD YESSO NAIK,Bharatiya Janata Party,237903
RAVI NAIK,Indian National Congress,132304
DR.DATTARAM DESAI,Aam Aadmi Party,15857
ADV. SUHAS NAIK,Communist Party of India,5640
DAYANAND G. NARVEKAR,Independent,4128
RAJU DSOUZA,Samajwadi Janata Party (Rashtriya),3216
MITTU MUJAVAR,Independent,1813
None of the Above,None of the Above,5770
