Candidate,Party,Votes
KODIKUNNIL SURESH,Indian National Congress,402432
CHENGARA SURENDRAN,Communist Party of India,369695
ADV.P.SUDHEER,Bharatiya Janata Party,79743
JYOTHISH PERUMPULICKAL,SOCIAL DEMOCRATIC PARTY OF INDIA,8946
N SADANANDAN,Aam Aadmi Party,7753
SASIKALA K S,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4736
ADV.P.K.JAYAKRISHNAN,Bahujan Samaj Party,3603
PALLICKAL SURENDRAN,Independent,1486
PIRAVATHOOR SREEDHARAN,Independent,1207
None of the Above,None of the Above,9459
