Candidate,Party,Votes
NABA KUMAR SARANIA (HIRA),Independent,634428
URKHAO GWRA BRAHMA,Independent,278649
CHANDAN BRAHMA,Bodoland Peoples Front,243759
SABDA RAM RABHA,Independent,20074
RANJIT SHEKHAR MOOSHAHARY,All India Trinamool Congress,17537
SANSUMA KHUNGGUR BWISWMUTHIARY,Independent,11239
None of the Above,None of the Above,18183
