Candidate,Party,Votes
MOHAMMED FAIZAL P.P.,Nationalist Congress Party,21665
HAMDULLAH SAYEED,Indian National Congress,20130
KOMALAM KOYA,Samajwadi Party,488
DR.ABDUL MUNEER,Communist Party of India (Marxist),465
M.P. SAYED MOHAMMED KOYA,Bharatiya Janata Party,187
NAJMUDHEEN C.T,Communist Party of India,181
None of the Above,None of the Above,123
