Candidate,Party,Votes
SAVITRI THAKUR,Bharatiya Janata Party,558387
UMANG SINGHAR,Indian National Congress,454059
AJAY RAWAT,Bahujan Samaj Party,14666
KARAN BURMAN GAREEB,Samata Samadhan Party,11481
DR. HEMLATA JAMUNA DEVI,Aam Aadmi Party,10683
RAMA SINGH PATEL,Independent,8303
BHERULAL IMLIYAR,Bahujan Mukti Party,3800
None of the Above,None of the Above,15437
