Candidate,Party,Votes
RAM SWAROOP SHARMA,Bharatiya Janata Party,362824
PRATIBHA SINGH,Indian National Congress,322968
KUSHAL BHARDWAJ,Communist Party of India (Marxist),13965
JAI CHAND THAKUR,Aam Aadmi Party,9359
LALA RAM,Bahujan Samaj Party,5167
SUBHASH MOHAN SNEHI,Independent,1928
BHAG CHAND RANA,Independent,1868
PUNI CHAND,Samajwadi Party,923
DEVENDER DEV,Bahujan Mukti Party,901
None of the Above,None of the Above,6191
