Candidate,Party,Votes
KULAMANI SAMAL,Biju Janata Dal,624492
BIBHU PRASAD TARAI,Indian National Congress,348098
BAIDHAR MALLICK,Bharatiya Janata Party,117448
AJAY KUMAR BEHERA,Communist Party of India,18099
PRADIP KUMAR MALLICK,Bahujan Samaj Party,6895
ANUPAMA SETHY,Aam Aadmi Party,5929
MANAS KUMAR BEHERA,Independent,3347
None of the Above,None of the Above,7624
