Candidate,Party,Votes
APARUPA PODDAR (AFRIN ALI),All India Trinamool Congress,748764
SAKTIMOHAN MALIK,Communist Party of India (Marxist),401919
MADHUSUDAN BAG,Bharatiya Janata Party,158480
SAMBHUNATH MALIK,Indian National Congress,27872
GANESH BAG,Jharkhand Disom Party,7062
None of the Above,None of the Above,17837
