Candidate,Party,Votes
RAM PRASAD SARMAH,Bharatiya Janata Party,446511
BHUPEN KUMAR BORAH,Indian National Congress,360491
MONI KUMAR SUBBA,Independent,62730
JOSEPH TOPPO,Asom Gana Parishad,40489
KHEMRAJ CHETRY,Communist Party of India (Marxist),24910
LAKSHIKANTA KURMI,Communist Party of India (Marxist-Leninist) (Liberation),10725
GOPI CHAND SHAHABADI,All India Trinamool Congress,8712
ELIAS KUJUR,Independent,5207
RAJEN SAIKIA,All India Forward Bloc,4246
None of the Above,None of the Above,16667
