Candidate,Party,Votes
AP JITHENDER REDDY,Telangana Rashtra Samithi,334228
JAIPAL REDDY SUDINI,Indian National Congress,331638
DR. JANARDHAN REDDY NAGAM,Bharatiya Janata Party,272791
S.R.PREMAIAH,Pyramid Party of India,30388
KADIRE KRISHNA,Bahujan Samaj Party,15779
H.A. RAHMAN,Yuvajana Sramika Rythu Congress Party,9105
IBRAHIM SYED,Independent,4549
DR. CHANDRA SEKHAR. A,Independent,4033
S. SHIVA SHANKAR,Independent,3252
None of the Above,None of the Above,9037
